published_date,published_title,url,file_name
2023-09-21,084-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/02/36/B8/FD/628BA810E9C1AAA8AC094EA8/CE 084-2023-VNC Limitador de número de alocações_PT.pdf,2023-09-21|084-2023-VNC-Comunicado Externo.pdf
2023-09-21,013-2023-VPC-Ofício Circular,https://www.b3.com.br/data/files/87/43/E8/16/5E8BA810E9C1AAA8AC094EA8/OC 013-2023-VPC Alteração Parametros de Call do DAP.pdf,2023-09-21|013-2023-VPC-Ofício Circular.pdf
2023-09-21,014-2023-VPC-Ofício Circular,https://www.b3.com.br/data/files/CA/B2/48/00/609BA810E9C1AAA8AC094EA8/OC 014-2023-VPC Execution Report nos Contratos de Rolagens de Commodities.pdf,2023-09-21|014-2023-VPC-Ofício Circular.pdf
2023-09-21,015-2023-VPC-Ofício Circular,https://www.b3.com.br/data/files/44/34/41/84/229BA810E9C1AAA8AC094EA8/OC 015-2023-VPC Prorrogação do programa de formador de mercado do complexo de Opções de Dólar_REVISADO.pdf,2023-09-21|015-2023-VPC-Ofício Circular.pdf
2023-09-19,083-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/50/16/BC/D7/BADAA810E9C1AAA8AC094EA8/CE 083-2023-VNC OpcoesSemanais_PT.pdf,2023-09-19|083-2023-VNC-Comunicado Externo.pdf
2023-09-19,011-2023-VNC-Ofício Circular,https://www.b3.com.br/data/files/DF/10/CB/63/7BDAA810E9C1AAA8AC094EA8/OC 011-2023-VNC Novos limites de posição em aberto por mercado_PT.pdf,2023-09-19|011-2023-VNC-Ofício Circular.pdf
2023-09-19,010/2023-VNC-Ofício Circular,https://www.b3.com.br/data/files/CC/D6/BE/EE/FADAA810E9C1AAA8AC094EA8/OC 010-2023-VNC Nova versão do Manual de Acesso B3 - Alterações do AFLD0 2023_PT.pdf,2023-09-19|010_2023-VNC-Ofício Circular.pdf
2023-09-14,157-2023-PRE-Ofício Circular,https://www.b3.com.br/data/files/DA/30/5B/7C/6559A810490919A8DC0D8AA8/OC 157-2023 PRE - Realocação de Limites Entre Mercados (PT).pdf,2023-09-14|157-2023-PRE-Ofício Circular.pdf
2023-09-14,156-2023-PRE-Ofício Circular,https://www.b3.com.br/data/files/2A/A7/12/81/9F49A8102F9819A8AC094EA8/OC 156-2023 PRE Novo Serviço de Drop Copy B3 – Desativação da Plataforma Legada (PT).pdf,2023-09-14|156-2023-PRE-Ofício Circular.pdf
2023-09-14,155-2023-PRE-Ofício Circular,https://www.b3.com.br/data/files/18/11/95/29/5F49A8102F9819A8AC094EA8/OC 155-2023 PRE LiNe 5.0 Correção do cenário de in-flight modification e próximas ondas do LiNe (PT).pdf,2023-09-14|155-2023-PRE-Ofício Circular.pdf
2023-09-14,154-2023-PRE-Ofício Circular,https://www.b3.com.br/data/files/27/D5/7F/35/1F49A8102F9819A8AC094EA8/OC 154-2023 PRE Atualização dos normativos do Balcão B3 (PT).pdf,2023-09-14|154-2023-PRE-Ofício Circular.pdf
2023-09-14,082-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/9B/F7/4D/BA/7A49A8102F9819A8AC094EA8/CE 082-2023-VNC Sessão Negociação Simulada PUMA Trading System_23092023_PT.pdf,2023-09-14|082-2023-VNC-Comunicado Externo.pdf
2023-09-14,048-2023-VPC-Comunicado Externo,https://www.b3.com.br/data/files/05/82/71/DE/E549A8102F9819A8AC094EA8/CE 048-2023-VPC Serviço de RCC Melhorias e simplificações nas APIs_vf.pdf,2023-09-14|048-2023-VPC-Comunicado Externo.pdf
2023-09-12,044-2023-VPC-Comunicado Externo,https://www.b3.com.br/data/files/D7/72/DA/AE/D798A8103234E0A8AC094EA8/CE 044-2023-VPC Registro de Derivativos de Balcão com CCP - Opções Registro em D0_vf.pdf,2023-09-12|044-2023-VPC-Comunicado Externo.pdf
2023-09-12,080-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/3D/55/BD/5D/D7A8A8103234E0A8AC094EA8/CE 080-2023-VNC 204º Leilão Especial do Fundo de Investimentos da Amazônia (Finam) 21.09.2023_PT.pdf,2023-09-12|080-2023-VNC-Comunicado Externo.pdf
2023-09-12,046-2023-VPC-Comunicado Externo,https://www.b3.com.br/data/files/3B/A4/F0/76/E998A8103234E0A8AC094EA8/CE 046-2023-VPC Comunicado_U2D versoes obsoletas PT_REVISADO.pdf,2023-09-12|046-2023-VPC-Comunicado Externo.pdf
2023-09-12,047-2023-VPC-Comunicado Externo,https://www.b3.com.br/data/files/CC/56/17/1E/8F98A8103234E0A8AC094EA8/CE 047-2023-VPC Modelo PNP PN_REVISADO (versão limpa).pdf,2023-09-12|047-2023-VPC-Comunicado Externo.pdf
2023-09-12,045-2023-VPC-Comunicado Externo,https://www.b3.com.br/data/files/CE/B2/40/92/E898A8103234E0A8AC094EA8/CE 045-2023-VPC 3M_DEZ23 - Balcão B3_vf.pdf,2023-09-12|045-2023-VPC-Comunicado Externo.pdf
2023-09-12,081-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/04/D6/66/EC/18A8A8103234E0A8AC094EA8/CE 081-2023-VNC 293º Leilão Especial do Fundo de Investimentos do Nordeste (FINOR) - 28.09.2023_PT.pdf,2023-09-12|081-2023-VNC-Comunicado Externo.pdf
2023-09-12,153-2023-PRE-Ofício Circular,https://www.b3.com.br/data/files/B6/46/6B/29/D1A8A8103234E0A8AC094EA8/OC 153-2023 PRE Alterações na Política de Tarifação Derivativos Listados e Nova Versão do Documento Tarifação...(PT).pdf,2023-09-12|153-2023-PRE-Ofício Circular.pdf
2023-09-12,151-2023-PRE-Ofício Circular,https://www.b3.com.br/data/files/1C/B3/BE/AD/41A8A8103234E0A8AC094EA8/OC 151-2023 PRE Implementação da Janela de Entrega de Ativos Diluída para Renda Variável (PT).pdf,2023-09-12|151-2023-PRE-Ofício Circular.pdf
2023-09-12,152-2023-PRE-Ofício Circular,https://www.b3.com.br/data/files/36/94/D9/6E/91A8A8103234E0A8AC094EA8/OC 152-2023-PRE Regras para Registro de Ofertas Diretas (PT).pdf,2023-09-12|152-2023-PRE-Ofício Circular.pdf
2023-09-11,079-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/EB/45/3A/E9/9648A8103234E0A8AC094EA8/CE 079-2023-VNC Alteração do tamanho mínimo para registro de ofertas diretas_PT.pdf,2023-09-11|079-2023-VNC-Comunicado Externo.pdf
2023-09-05,078-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/D1/47/48/25/6856A8103234E0A8AC094EA8/CE 078-2023-VNC Pacote de melhorias dos Sistemas da Câmara 2023_PT.pdf,2023-09-05|078-2023-VNC-Comunicado Externo.pdf
2023-09-05,077-2023-VNC-Comunicado Externo,https://www.b3.com.br/data/files/68/F6/9F/27/3856A8103234E0A8AC094EA8/CE 077-2023-VNC Market Data B3  Atualização de Manutenção do Market Data Binário_PT.pdf,2023-09-05|077-2023-VNC-Comunicado Externo.pdf
